downloadcount	movie
	
705	[大陆][2015][新步步惊心/步步惊心/步步惊心电影版][Time.To.Love.2015.1080p.WEB-DL.x264.AAC-SeeHD][陈意涵/窦骁][剧情/奇幻][WEB-DL][1080P][无需字幕]
	
105	[美国][2015][撒迦利亚][Z.for.Zachariah.2015.BluRay.720p.x264.MNHD-FRDS][剧情/惊悚/科幻][Blu-Ray][720P][自带中英字幕]
	
312	[大陆][1987][末代皇帝][The.Last.Emperor.1987.BluRay.720p.x264.AC3.2Audios-CMCT][尊龙/陈冲/彼得·奥图尔/彼得·奥图/英若诚/维克托·王/坂本龙一][剧情/传记][Blu-Ray][720P][自带中英字幕]
	
443	[日本][2014][小森林-夏秋篇/小森食光-夏秋篇(台)][Little.Forest.Summer.Autumn.2014.BluRay.720p.x264.MNHD-FRDS][剧情][Blu-Ray][720P][自带中文字幕]
	
396	[日本][2015][小森林-冬春篇/小森食光-冬春篇(台)][Little.Forest.Winter.Spring.2015.BluRay.720p.x264.MNHD-FRDS][剧情][Blu-Ray][720P][自带中文字幕]
	
112	[美国][1986][佩姬苏要出嫁][Peggy.Sue.Got.Married.1986.720p.BluRay.X264-Japhson][凯瑟琳·特纳/尼古拉斯·凯奇/贝瑞·米勒/凯瑟琳·海克丝][剧情/喜剧/爱情/科幻][Blu-Ray][720P][暂无字幕]
	
45	[美国][2006][洛奇6:永远的拳王][Rocky.Balboa.2006.The.Undisputed.Collection.BluRay.720p.x264.MNHD-FRDS][剧情/动作/运动][Blu-Ray][720P][自带中英字幕]
	
29	[美国][1990][洛奇5][Rocky.V.1990.The.Undisputed.Collection.BluRay.720p.x264.MNHD-FRDS][剧情/动作/运动][Blu-Ray][720P][自带中英字幕]
	
	
	
23	[美国][1982][洛奇3][Rocky.III.1982.The.Undisputed.Collection.BluRay.720p.x264.MNHD-FRDS][剧情/动作/运动][Blu-Ray][720P][自带中英字幕]
	
247	[美国][2015][平行宇宙][Parallels.2015.720p.WEB-DL.XviD.AC3-RARBG][杰西卡·罗德/康斯坦斯·吴/戴维·杰/马科·圣约翰/Mark Hapka][动作/科幻][WEB-DL][720P][附件中文字幕]
	
2267	[大陆][2015][滚蛋吧！肿瘤君][Go.Away.Mr.Tumor.2015.1080p.WEB-DL.H264.AAC-BYRHD][白百何/吴彦祖/李媛/刘芮麟/程伊/刘莉莉/李建义][剧情/喜剧/爱情/传记][WEB-DL][1080P][无需字幕]
	
166	[香港][1986][英雄本色][A.Better.Tomorrow.1986.BluRay.720p.x264.2Audio.MNHD-FRDS][剧情/动作/犯罪][Blu-Ray][720P][自带中文字幕]
	
57	[美国][2014][饥饿游戏3:嘲笑鸟(上)][Hunger.Games.Mockingjay.Part.1.2014.1080p.BluRay.x264-WiKi][剧情][Blu-Ray][1080P][暂无字幕]
	
141	[美国][2014][移动迷宫][The.Maze.Runner.2014.1080p.BluRay.x264.DTS-WiKi][动作/科幻/悬疑][Blu-Ray][1080P][自带中文字幕]
	
79	[美国][2014][追债大乱斗][Stretch.2014.BluRay.720p.x264.MNHD-FRDS][喜剧/动作/惊悚][Blu-Ray][720P][自带中英字幕]
	
156	[美国][2015][军犬麦克斯/海军忠犬(港)][Max.2015.BluRay.720p.x264.MNHD-FRDS.][剧情/冒险][Blu-Ray][720P][自带中英字幕]
	
254	[美国][2015][王牌特工:特工学院/皇家特工:间谍密令(港)/金牌特务(台)][Kingsman.The.Secret.Service.2014.UNCUT.720p.BluRay.x264.DTS-WiKi][喜剧/动作/冒险][Blu-Ray][720P][自带中英字幕]
	
79	[日本][2015][龙三和七个伙伴们][Ryuzo.and.His.Seven.Henchmen.2015.720p.BluRay.x264-WiKi][喜剧/动作][Blu-Ray][720P][自带中文字幕]
	
465	[英国][2015][福尔摩斯先生][Mr.Holmes.2015.720p.WEB-DL.AAC2.0.H.264-PLAYNOW][剧情/犯罪/悬疑][WEB-DL][720P][自带英文字幕]
	
85	[美国][2009][丑陋的真相/丑陋事实/男女生了沒/单身大急救/女上男下][The.Ugly.Truth.2009.BluRay.720p.x264.MNHD-FRDS][凯瑟琳·海格尔/杰拉德·巴特勒][喜剧/爱情][Blu-Ray][720P][附件中英字幕]
	
116	[英国][2015][爷们些/雄风再起/爷们点][Man.Up.2015.BluRay.720p.x264.MNHD-FRDS][西蒙·佩吉][喜剧/爱情][Blu-Ray][720P][自带中英字幕]
	
198	[美国][1974][小王子][The.Little.Prince.1974.720p.WEB-DL.AAC.2.0.H264-HDStar][科幻/音乐][WEB-DL][720P][自带中文字幕]
	
2077	[大陆][2015][滚蛋吧!肿瘤君][Go.away.Mr.Tumor.2015.1080p.WEB-DL.x264.AAC-SeeHD][白百何/吴彦祖][喜剧/爱情][WEB-DL][1080P][无需字幕]
	
116	[美国][2015][军犬麦克斯/海军忠犬(港)][Max.2015.BluRay.1080p.DTS.x264-MTeam][剧情/冒险][Blu-Ray][1080P][暂无字幕]
	
160	[美国][2015][像素大战/世界大对战(台)/屈机起格命(港)][Pixels.2015.BluRay.720p.DD5.1.x264-MTeam][喜剧/动作/科幻][Blu-Ray][720P][自带中文字幕]
	
80	[美国][2013][最后的维加斯/老爆伴郎团(港)][Last.Vegas.2013.1080p.BluRay.x264-WiKi][喜剧][Blu-Ray][1080P][自带中英字幕]
	
25	[美国][1985][普里兹家族的荣誉/龙凤俏冤家/现代教父][Prizzi's.Honor.1985.BluRay.720p.DD2.0.x264.MNHD-FRDS][剧情/喜剧/爱情/犯罪][720P][自带中英字幕]
	
52	[美国][2015][怪物高中之纽约][Monster.High.Boo.York.Boo.York.2015.720p.BluRay.x264-RUSTED][喜剧/动画][Blu-Ray][720P][暂无字幕]
	
772	[日本][2015][龙珠Z:复活的F/七龙珠Z:复活的F][Dragon.Ball.Z.Resurrection.F.2015.DUBBED.AND.JAPANESE.720p.BluRay.x264.DD5.1-RARBG][动画][Blu-Ray][720P][附件中英字幕]
	
186	[大陆][2015][大变局之梦回甲午/梦回甲午][Upheaval.of.Jiawu.2015.1080p.WEB-DL.x264.AAC-SeeHD][赵育莹][剧情][WEB-DL][1080P][无需字幕]
	
114	[台湾][1983][搭错车][Papa.Can.You.Hear.Me.Sing.1983.DVD5.MPEG.AC3][孙越/刘瑞琪/李立群][剧情/家庭][中文字幕]
	
367	[香港][2015][破风][To.the.Fore.2015.BluRay.720p.x264.2Audio.MNHD-FRDS][彭于晏/窦骁/崔始源/王珞丹][剧情/运动][720P][中文字幕]
	
196	[美国][2015][我和厄尔以及将死的女孩/初恋有病(港)/我们的故事未完待续(台)][Me.and.Earl.and.the.Dying.Girl.2015.720p.BluRay.DTS.x264-HDS][剧情/喜剧][720P][英文字幕]
	
1187	[大陆][2015][捉妖记][Monster.Hunt.2015.720p.BluRay.x264-WiKi][井柏然/白百何/汤唯][喜剧/动作/恐怖/惊悚/奇幻][Blu-Ray][720P][附件中英字幕]
	
33	[美国][2015][接线员/操作员][Operator.2015.BluRay.1080p.DTS-HD.MA.5.1 x264-EPiC][剧情/动作/惊悚][1080P][暂无字幕]
	
237	[英国][2007][赎罪/爱．诱．罪][Atonement.2007.BluRay.720p.x264.2Audio.MNHD-FRDS][剧情/爱情/战争/其他][720P][中英字幕]
	
70	[日本][2015][唇上之歌/再会吧 ! 青春小鸟(台)][Have.a.Song.on.Your.Lips.2015.BluRay.720p.DD5.1.x264.MNHD-FRDS][新垣结衣/木村文乃/桐谷健太][剧情][720P][中文字幕]
	
874	[美国][2015][小黄人大眼萌/小黄人大电影/小黄人/迷你兵团(港)/小小兵(台)][Minions.2015.1080p.WEB-DL.AAC2.0.H264-RARBG][桑德拉·布洛克][剧情/动画][1080P][附件中英字幕]
	
1281	[韩国][2015][暗杀/米拉波/复国者联盟(港)][Assassination.2015.IPTVRip.720p.H264-FoxIPHD][全智贤/河正宇][剧情/动作][HDTV][中文字幕]
	
144	[美国][2015][铁拳/左撇子/震撼擂台(台)/再战击情(港)][Southpaw.2015.BluRay.720p.DD5.1.x264.MNHD-FRDS][剧情/动作/运动][720P][中英字幕]
	
569	[美国][2015][我唾弃你的坟墓3:复仇在我][I.Spit.on.Your.Grave.Vengeance.is.Mine.2015.BluRay.720p.DD5.1.x264.MNHD-FRDS][恐怖/惊悚/犯罪][720P][中文字幕]
	
15	[美国][2012][时间的风景][TimeScapes.2012.2304P.WEB-DL.Cineform.PCM][纪录][4K][无需字幕]
	
215	[美国][2015][铁拳/左撇子/震撼擂台(台)][Southpaw.2015.720p.BluRay.x264-SPARKS][杰克·吉伦哈尔/瑞秋·麦克亚当斯][剧情/动作/运动][720P][中英字幕]
	
63	[韩国][2015][延坪海战][Northern.Limit.Line.2015.BluRay.720p.DTS.x264-EPiC][剧情/战争][720P][中文字幕]
	
153	[韩国][2014][国际市场/半世纪的诺言(港)/给父亲的承诺][Ode.to.My.Father.2014.BluRay.720p.DD5.1.x264.MNHD-FRDS][剧情/家庭][720P][中英字幕]
	
134	[日本][2007][恶女花魁/花魁/烟花梦/乱樱花魁/樱花乱][Sakuran.2007.BluRay.720p.DD5.1.x264.MNHD-FRDS][剧情/其他][720P][中英字幕]
	
414	[大陆][2015][我是奋青][The.Fighting.Youth.2015.1080p.WEB-DL.x264.AAC-SeeHD][范逸臣/孙坚/毛晓彤/杨洋][喜剧/爱情][1080P][中英字幕]
	
900	[大陆][2015][三城记][Tale.of.Three.Cities.2015.1080p.WEB-DL.x264.AAC-SeeHD][刘青云/汤唯][爱情/传记/战争][1080P][无需字幕]
	
340	[美国][2013][超人:钢铁之躯][Man.of.Steel.2013.HR-HDTV.AC3.1024x576.x264-yytes][亨利·卡维尔/艾米·亚当斯][动作/科幻][HDTV][中英字幕]
	
37	[美国][2015][我们依然在这/我们仍在这里][We.Are.Still.Here.2015.720p.BluRay.x264-ROVERS][安德鲁·山斯尼格][剧情/恐怖/惊悚][720P][中英字幕]
	
470	[美国][2015][侏罗纪世界/侏罗纪公园4][Jurassic.World.2015.BluRay.720p.x264.AC3-CMCT][动作/科幻/冒险][720P][中英字幕]
	
460	[大陆][2015][太平轮(下):彼岸/太平轮II:惊涛挚爱(台)/生死恋][The.Crossing.Part.2.2015.1080p.WEB-DL.x264.AAC-PuTao][剧情/爱情/灾难][1080P][无需字幕]
	
1667	[美国][2015][头脑特工队/玩转脑朋友(港)/脑筋急转弯(台)][Inside.Out.2015.720p.WEBRip.x264.AAC2.0-RARBG][艾米·波勒/菲利丝·史密斯][喜剧/动画/冒险][720P][帖内中英字幕]
	
155	[香港][2000][卧虎藏龙][Crouching.Tiger.Hidden.Dragon.2000.CHINESE.1080p.BluRay.x264.DTS-FGT][周润发][动作/爱情][1080P][无需字幕]
	
865	[大陆][2015][太平轮(下):彼岸/太平轮II:惊涛挚爱(台)/生死恋][The.Crossing.Part.2.2015.720p.WEB-DL.x264.AAC-SeeHD][金城武][剧情/爱情/灾难][720P][无需字幕]
	
173	[2014][荒蛮故事/生命中最抓狂的小事(台)/无定向丧心病狂(港)/蛮荒故事][Relatos.salvajes.2014.1080p.BluRay.x264-WiKi][剧情/喜剧/犯罪][1080P][中英字幕]
	
1150	[美国][2014][像素大战/世界大对战/屈机起格命][Pixels.2015.720p.WEB-DL.XviD.MP3-SHOW][亚当·桑德勒][剧情/喜剧/奇幻][720P][中英字幕]
	
26	[美国][2015][终结者:创世纪/终结者5][Terminator.Genisys.2015.3D.BluRay.1080p.AVC.Atmos.TrueHD7.1-loongkee@MTeam][动作/科幻/冒险][原盘][中英字幕]
	
	
	
73	[美国][2015][侏罗纪世界/侏羅紀世界(港)/侏羅紀世界(台) ][Jurassic.World.2015.1080p.BluRay.DTS.x264-SPARKS][动作/科幻/冒险][1080P][中文字幕]
	
848	[香港][2015][华丽上班族/华丽上班族之生活与生存][Design.for.Living.2015.1080p.WEB-DL.x264.AAC-SeeHD][周润发/张艾嘉][剧情/喜剧][1080P][无需字幕]
	
1036	[美国][2015][侏罗纪世界][Jurassic.World.2015.720p.BluRay.x264-SPARKS][动作/科幻/冒险][720P][帖内中文字幕]
	
76	[美国][1956][战争与和平][War.and.Peace.1956.BluRay.iPad.720p.AAC.2Audio.x264-HDSPad][奥黛丽·赫本/亨利·方达][剧情/爱情/战争][720P][中英字幕]
	
306	[美国][2015][末日崩塌/加州大地震(台/港)/圣安地列斯][San.Andreas.2015.BluRay.720p.DD5.1.2Audio.x264-EPiC][动作/冒险/灾难][720P][中英字幕]
	
3166	[美国][2015][碟中谍5:神秘国度/职业特工队5:叛逆帝国(港)/不可能的任务:失控国度(台)/碟中谍:失控国度/碟中谍5][Mission.Impossible.Rogue.Nation.2015.720p.WEBRip.x264.AAC2 0-RARBG][动作/惊悚/冒险][720P][帖内中英字幕]
	
1237	[美国][2015][碟中谍5:神秘国度/职业特工队5:叛逆帝国(港)/不可能的任务:失控国度(台)][Mission.Impossible.Rogue.Nation.2015.1080p.HDTV.x264.AAC-SS][动作/惊悚/冒险][1080P][帖内中英字幕]
	
2328	[大陆][2015][十二公民][12.Citizens.2015.1080p.WEB-DL.x264.AAC-XJCTV][剧情][1080P][中英字幕]
	
342	[美国][2015][明日世界/未来乐园/未来世界][Tomorrowland.2015.720p.BluRay.x264-WiKi][家庭/动作/冒险][720P][帖内中英字幕]
	
213	[香港][1991][整蛊专家/求爱总动员/整人专家][Tricky.Brains.1991.BluRay.720p.x264.2Audio.MNHD-FRDS][刘德华/周星驰/关之琳/邱淑贞][喜剧/爱情][Blu-Ray][720P][自带中文字幕]
	
881	[美国][2015][复仇者联盟2:奥创纪元/复仇者联盟:奥创时代/复仇者联盟2/复联2][Avengers.Age.of.Ultron.2015.BluRay.720p.x264.MNHD-FRDS][动作/科幻/奇幻/冒险][Blu-Ray][720P][自带中英字幕]
	
248	[大陆][2014][十万个冷笑话][One.Hundred.Thousand.Bad.Jokes.2014.1080p.WEB-DL.H264.AAC-MTeam][喜剧/奇幻/动画][WEB-DL][1080P][无需字幕]
	
45	[美国][2014][在越南最后的日子][Last.Days.in.Vietnam.2014.EXTENDED.720p.BluRay.x264-SADPANDA][纪录][720P][暂无字幕]
	
524	[美国][2015][明日世界/未来乐园/未来世界][Tomorrowland.2015.1080p.WEB-DL.AAC2.0.H264-RARBG][乔治·克鲁尼][动作/科幻][1080P][中文字幕]
	
969	[大陆][2015][百团大战][The.Hundred.Regiments.Offensive.2015.1080p.WEB-DL.x264.AAC-PuTao][战争][WEB-DL][1080P][自带中英字幕]
	
200	[美国][2014][一击][One Shot 2014 1080p BluRay DTS x264-HDS][动作/科幻][1080P][暂无字幕]
	
74	[2014][盲视/盲][Blind.2014.BluRay.1080p.DTS.x264-MTeam][剧情][1080P][中文字幕]
	
112	[美国][2015][末日深眠/空气][Air.2015.BluRay.1080p.x264.DTS-HD.MA5.1-MTeam][惊悚/科幻][1080P][帖内中文字幕]
	
20	[台湾][1968][金燕子][Golden.Swallow.1968.BluRay.720p.AC3.x264-CHD][郑佩佩][动作/惊悚][Blu-Ray][720P][自带中文字幕]
	
466	[美国][2015][明日世界/未来乐园/未来世界 ][Tomorrowland.2015.720p.WEBRip.x264.ACC2.0-RARBG][动作/奇幻][BDRip][英文字幕]
	
225	[大陆][2015][封门诡影/诡影重重之封门村][Nowhere.to.Run.2015.1080p.WEB-DL.x264.AAC-SeeHD][张铎/葛天][恐怖/惊悚][1080P][中文字幕]
	
1169	[大陆][2015][捉妖记][Monster.Hunt.2015.1080p.WEB-DL.H264.AAC-BYRHD][喜剧/奇幻][1080P][无需字幕]
	
998	[大陆][2015][一路惊喜][CCTV6HD.Crazy.New.Year\'s.Eve.2015.720p.HDTV.x264-CMCTV][郭采洁/萧敬腾/赵丽颖/夏雨][喜剧/家庭/爱情][HDTV][720P][自带中英字幕]
	
200	[英国][2015][故事的故事][Tale.of.Tales.2015.720p.BluRay.x264.DTS-RARBG][萨尔玛·海耶克/文森特·卡索/雪莉·亨德森][奇幻][720P][中文字幕]
	
367	[英国][2015][军情五处:利益之争][Spooks.The.Greater.Good.2015.720p.WEB-DL.DD5.1.H264-RARBG][劳拉·普沃][剧情/动作/惊悚][720P][暂无字幕]
	
65	[美国][2014][不惧风暴/飓风中心(港)/直闯暴风圈(台)][Into.the.Storm.2014.1080p.BluRay.AVC.DTS-HD.MA.5.1-DIY@HDSky][理查德·阿米蒂奇/莎拉·韦恩·卡丽丝/马特·沃尔什][动作/惊悚/灾难][1080P][中文字幕]
	
262	[美国][2015][12回合3:致命禁闭][12.Rounds.3.Lockdown.2015.720p.WEB-DL.DD5.1.H264-RARBG][onathan Good][动作/冒险][720P][帖内中英字幕]
	
3816	[大陆][2015][煎饼侠/屌丝男士大电影][Jian.Bing.Man.2015.1080p.WEB-DL.H264.AAC-BYRHD][董成鹏/袁姗姗/柳岩/吴君如/岳云鹏][喜剧][1080P][中文字幕]
	
157	[美国][2015][复仇者联盟1/2部合集][Avengers.1/2.720p.BluRay.x264-SPARKS][小罗伯特·唐尼/ 克里斯·海姆斯沃斯][动作/科幻/奇幻/冒险][Blu-Ray][720P][暂无字幕]
	
4202	[大陆][2015][捉妖记][Monster.Hunt.2015.720p.WEBRip.x264.AC3-SeeHD][喜剧/动作/奇幻][720P][中英字幕]
	
3075	[大陆][2015][煎饼侠/屌丝男士大电影][Jian.Bing.Man.2015.1080p.WEB-DL.x264.AAC-SeeHD][大鹏][喜剧][1080P][无需字幕]
	
145	[法国][1994][这个杀手不太冷][Leon.The.Professional.1994.DC.BluRay.1080p.x264.DTS-BYRHD][让·雷诺/娜塔丽·波特曼/加里·奥德曼][剧情/动作/犯罪][1080P][中文字幕]
	
257	[美国][1979][现代启示录][Apocalypse.Now.1979.Redux.2001.BluRay.iPad.720p.x264.AAC-BYRPAD][马丁·辛/马龙·白兰度/罗伯特·杜瓦尔][剧情/战争][720P][中文字幕]
	
984	[美国][2015][神奇四侠2015/新神奇四侠/神奇4侠(港)][Fantastic.Four.2015.1080p.HDRip.KORSUB.x264.AAC2.0-RARBG][迈尔斯·特勒/凯特·玛拉/迈克尔·B·乔丹][动作/科幻/冒险][1080P][暂无字幕]
	
226	[台湾][2009][听说][Hear.Me.2009.Bluray.1080p.DTS.x264-HDBiger][彭于晏/陈意涵/陈妍希][剧情/家庭/爱情][1080P][中文字幕]
	
300	[日本][2015][唇上之歌][Have.a.Song.on.Your.Lips.2015.720p.BluRay.x264-WiKi ][新垣结衣][剧情][720P][中文字幕]
	
560	[日本][2014][火影忍者剧场版:最终章/最后的故事/最初衷的爱][The Last Naruto The Movie.2014.720p.BluRay. x264-WiKi][竹内顺子/中村千绘/水树奈奈][动画/冒险][720P][帖内中英字幕]
	
1651	[大陆][2015][破风/破風][To.The.Fore.2015.1080p.WEB-DL.x264.AAC-SeeHD][彭于晏/窦骁][剧情/运动][1080P][无需字幕]
	
1630	[大陆][2015][宅女侦探桂香][Detective.Lady.2015.1080p.WEB-DL.x264.2Audio-SeeHD][王珞丹/周渝民/任达华][剧情/喜剧][1080P][无需字幕]
	
1393	[大陆][2015][命中注定][Only.You.2015.1080p.WEB-DL.x264.AAC-SeeHD][汤唯/廖凡][喜剧/爱情][1080P][无需字幕]
	
104	[香港][1986][刀马旦][Peking.Opera.Blues.1986.BluRay.720p.TrueHD7.1.2Audio.x264-MTeam][林青霞/钟楚红][剧情/喜剧/动作][720P][中文字幕]
	
1950	[美国][2015][复仇者联盟2:奥创纪元][Avengers.Age.of.Ultron.2015.720p.BluRay.x264-SPARKS][小罗伯特·唐尼/斯嘉丽·约翰逊][动作/奇幻/战争][720P][帖内中英字幕]
	
100	[1980][莫斯科不相信眼泪][Moscow.Does.Not.Believe.In.Tears.1980.BluRay.iPad.720p.x264.AAC-BYRPAD][喜剧/爱情][720P][中文字幕]
	
374	[2014][少年透明人][Il.ragazzo.invisibile.2014.720p.BluRay.DTS.x264-HDS][卢多维科·吉拉尔德罗][剧情/科幻][720P][帖内中文字幕]
	
1238	[大陆][2015][王朝的女人·杨贵妃/杨贵妃/盛唐危机][Lady.of.the.Dynasty.2015.1080p.WEB-DL.x264.AAC-SeeHD][范冰冰][剧情/传记][1080P][无需字幕]
	
708	[大陆][2015][少年班][The.Ark.of.Mr.Chow.2015.1080p.WEB-DL.x264.AAC-SeeHD][孙红雷/周冬雨][剧情/喜剧][1080P][无需字幕]
	
1336	[香港][2015][谜城/迷城/暴走迷城][Wild.City.2015.1080p.WEB-DL.x264.2Audio-SeeHD][古天乐/余文乐][剧情/动作][1080P][无需字幕]
	
256	[日本][2006][盗梦侦探/红辣椒/梦境侦探/帕布莉卡][Paprika.2006.720p.BluRay.x264-WiKi][林原惠美/古谷彻/江守彻/山寺宏一][科幻/奇幻/动画][720P][中文字幕]
	
383	[日本][2015][哆啦A梦:大雄的宇宙英雄记][Doraemon.Nobita.and.the.Space.Heroes.2015.1080p.BluRay.DD6.1.x264-HDS][科幻/动画/冒险][Blu-Ray][1080P][自带中文字幕]
	
8	[日本][1979][吉卜力工作室宫崎骏监督作品集][Hayao.Miyazaki.Complete.Box.Blu-ray.Box.DISC.×.13.Fin.BDISO.MGVC-U2][剧情/动画/冒险][Blu-Ray][1080P]
	
	
	
1255	[大陆][2015][王朝的女人·杨贵妃][Lady.of.the.Dynasty.WEB-DL.1080P.H264.AAC-BYRHD][范冰冰/黎明/吴尊/陈冲/宁静][爱情][1080P][中文字幕]
	
557	[美国][2013][她][Her.2013.BDRip.X264-BMDruCHinYaN][斯嘉丽约翰逊][爱情/科幻][BDRip][帖内中英字幕]
	
22	[美国][2012][安娜·卡列尼娜][Anna.Karenina.2012.CEE.Blu-ray.AVC.DTS-HD.MA 5.1][剧情/爱情][Blu-Ray][1080P][自带中英字幕]
	
1328	[香港][2015][台北夜蒲团团转][One.Night.In.Taipei.2015.BluRay.1080p.AAC.2Audio.x264-MTeamPAD][关楚耀/王思佳/郑家纯][爱情][Blu-Ray][1080P][自带中文字幕]
	
231	[大陆][2015][左耳][CCTV6HD.The.Left.Ear.2015.720p.HDTV.x264-CMCTV][爱情][HDTV][中英字幕]
	
192	[2015][疯狂进化人/我怎么能吃我爸爸][Pourquoi.J'ai.Pas.Mangé.Mon.Père.2015.BluRay.iPad.720p.AAC.x264-HDSPad][喜剧/动画][Blu-Ray][720P][暂无字幕]
	
422	[美国][2015][铁拳][Southpaw.2015.720p.WEBRip.XviD.MP3-RARBG][杰克·吉伦哈尔/瑞秋·麦克亚当斯][动作][720P][英文字幕]
	
86	[美国][1939][乱世佳人][Gone.with.the.Wind.1939.BD.2Audio.MiniSD-TLF (全屏版)][Clark Gable/Vivien Leigh/Thomas Mitchell ][剧情/爱情/战争][中英字幕]
	
168	[英国][2015][撒迦利亚][Z.for.Zachariah.2015.720p.WEB-DL.DD5.1.H264-RARBG][玛格特·罗比][剧情/惊悚/科幻][720P][暂无字幕]
	
315	[美国][2015][非我/换命法则(台)/换命游戏/无我][Self.less.2015.1080p.WEB-DL.AAC2.0.H264-RARBG][瑞恩·雷诺兹][剧情/恐怖/科幻][1080P][帖内中英字幕]
	
892	[大陆][2015][我是路人甲][I.Am.Somebody.2015.1080p.WEB-DL.x264.AAC-SeeHD][万国鹏][剧情/喜剧][1080P][无需字幕]
	
270	[美国][2015][魔力麦克2/巨揪舞壮士(港)/舞力麦克:尺度极限XXL(台)][Magic.Mike.XXL.2015.720p.WEBRip.x264.AAC2.0-RARBG][查宁·塔图姆/马特·波莫][剧情/喜剧/音乐][720P][英文字幕]
	
693	[香港][2004][江湖][Jiang.Hu.2004.720p.HDDVD.x264.AC3-CNXP][刘德华/张学友/陈冠希/余文乐/林苑/吴倩莲/林家栋][剧情/动作/犯罪][HDTV][中文字幕]
	
3075	[美国][2015][小黄人大眼萌(大陆)/迷你兵团(港)/小小兵(台)/][Minions 2015.1080p HDRip KORSUB x264 AAC2 0-RARBG][喜剧/动画][帖内中英字幕]
	
252	[香港][1991][纵横四海][Once.A.Thief.1991.720p.BluRay.DD5.1.x264-HDS][周润发/张国荣][剧情/喜剧/动作][720P][中文字幕]
	
46	[美国][2012][去北极][IMAX.To.The.Arctic.2012.Blu-ray.2D-3D.1080p.AVC.DTS-HD MA 5.1-ermangwy@CHDBits][全程IMAX胶片摄像机拍摄/2D和3D原盘/3D需立体眼镜观看][纪录][原盘][英文字幕]
	
340	[香港][1997][春光乍泄][Happy.Together.1997.720p.BluRay.x264-WiKi][张国荣/梁朝伟][剧情][720P][中文字幕]
	
1100	[大陆][2015][道士下山][Monk.Comes.Down.The.Mountain.2015.1080p.WEB-DL.H264.AAC-BYRHD][剧情/奇幻][1080P][无需字幕]
	
244	[大陆][2009][2009年中国建国60周年大阅兵][China's.60th.Anniversary.Chinese.Military.Celebration][纪录][720P][无需字幕]
	
91	[英国][2014][祭坛][Altar 2014 720p BluRay DTS x264-HDS][英伦恐怖新作 咒怨再现凶宅][恐怖/惊悚][720P][暂无字幕]
	
2026	[美国][2015][复仇者联盟2:奥创纪元][Avengers.Age.of.Ultron.2015.720p.WEB-DL.XviD.AC3-RARBG][小罗伯特·唐尼/克里斯·埃文斯/克里斯·海姆斯沃斯/斯嘉丽·约翰逊][动作/科幻/奇幻][720P][中英字幕]
	
213	[香港][1992][审死官][Justice My Foot 1992 720p BluRay x264-WiKi][周星驰/梅艳芳/吴孟达][喜剧][720P][中文字幕]
	
131	[大陆][2014][龙之谷:破晓奇兵/龙之谷大电影/龙之谷前传][Dragon.Nest.Warriors.Dawn.2014.BluRay.720p.DTS.x264-MTeam][胡歌][爱情/奇幻/动画][720P][帖内中英字幕]
	
198	[日本][2015][所罗门的伪证][Soromon no gishou][藤野涼子 / 板垣瑞生 / 石井杏奈 / 清水寻也 / 富田望生 / 前田航基 / 望月步 / 西村][剧情/犯罪][HDTV][中文字幕]
	
3032	[美国][2015][疯狂的麦克斯4:狂暴之路][Mad.Max.Fury.Road.2015.720p.BluRay.x264.DTS-WiKi][动作/科幻/冒险][Blu-Ray][720P][自带中英字幕]
	
149	[美国][1995][神探飞机头2][Ace.Ventura.When.Nature.Calls.1995.720p.BluRay.x264.DTS-WiKi][金·凯瑞][喜剧][720P][帖内中文字幕]
	
164	[美国][1994][神探飞机头1][Ace.Ventura.Pet.Detective.1994.720p.BluRay.x264.DTS-WiKi][金·凯瑞][喜剧][720P][帖内中文字幕]
	
1278	[大陆][2015][杀破狼2之杀无赦][SPL.2.A.Time.For.Consequences.2015.1080p.WEB-DL.x264.AAC-PuTao][吴京/托尼·贾][动作/犯罪][WEB-DL][1080P][无需字幕]
	
23	[美国][2015][3-D稀有珍藏][3-D Rarities 2015 3D Blu-ray 1080p AVC DTS-HD MA 5.1-TTG][3D电影诞生100周年纪念 imdb评分过9][纪录][原盘]
	
301	[美国][2015][天魔异种/孤海魔怪][Harbinger.Down.2015.720p.WEB-DL.DD5.1.H264-RARBG][兰斯·亨利克森][恐怖/科幻][720P][中英字幕]
	
128	[美国][2015][阿罗哈/恋上热爱岛(港)/飞越情海(台)][Aloha.2015.720p.BluRay.x264-DRONES][布莱德利·库珀/艾玛·斯通][剧情/喜剧/爱情][720P][英文字幕]
	
306	[大陆][1992][新龙门客栈][CCTV6HD.New.Dragon.Inn.Repack.1992.720p.HDTV.x264-CMCTV][张曼玉/梁家辉/林青霞/甄子丹][剧情/动作][720P][中文字幕]
	
260	[美国][2015][乐高电影2015:正义联盟大战末日军团][LEGO Justice League Attack of the Legion of Doom 2015 BluRay 1080p DTS-HD MA 5.1 x264-EPiC][动画][720P][英文字幕]
	
2260	[美国][2015][终结者:创世纪/终结者5/未来战士:创世智能(港)/魔鬼终结者:创世契机(台)/终结者:创世/终结者:造物主][Terminator Genisys 2015 1080p HDRip KORSUB x264 AAC2 0-RARBG][2015年8月23日大陆上映][动作/惊悚/科幻][HDTV]
	
