downloadcount	movie
68	[日本][2004][花与爱丽丝/花与爱丽诗][Hana.And.Alice.2004.BluRay.iPad.720p.x264.AAC-NYPAD][铃木杏/苍井优][剧情/喜剧][Blu-Ray][720P][自带中文字幕]
	
150	[大陆][2016][大唐玄奘][Xuan.Zang.2016.BluRay.720p.x264.DTS-HDChina][传记][Blu-Ray][720P][自带中英字幕]
	
285	[美国][2016][海底总动员2:寻找多莉/寻找多莉/海底奇兵2(港)][Finding.Dory.2016.1080P.WEB-DL.H264.AC3-EVO][喜剧/家庭/动画/冒险][WEB-DL][1080P][暂无字幕]
	
443	[美国][2016][圆梦巨人/吹梦巨人(港)/好心眼儿巨人][The.BFG.2016.1080p.WEB-DL.H264.AC3-EVO][鲁比·巴恩希尔/马克·里朗斯][奇幻/冒险][WEB-DL][1080P][暂无字幕]
	
452	[日本][2006][死亡笔记三部曲][Death.Note.Trilogy.2006-2008.BluRay.iPad.720p.x264.AAC-NYPAD][剧情/惊悚/犯罪/冒险][Blu-Ray][720P][自带中文字幕]
	
844	[大陆][2016][我的战争][My.War.2016.4K.2160p.WEB-DL.x264.AAC-SeeHD][刘烨/王珞丹][剧情/爱情/战争][WEB-DL][4K][自带中英字幕]
	
529	[大陆][2016][黑处有什么][What's.in.the.Darkness.2016.4K.2160p.WEB-DL.x264.AAC-SeeHD][苏晓彤/郭笑/陆琦蔚/刘丹/蒋雪鸣/][剧情/犯罪/悬疑][WEB-DL][4K][自带中英字幕]
	
114	[美国][2006][死神来了3/绝命终结站3(台)/终点3/死神再3来了(港)][Final.Destination.Ⅲ.2006.BluRay.720p.x264.AC3-CMCT][恐怖/惊悚/悬疑][Blu-Ray][720P][自带中英字幕]
	
118	[美国][2003][死神来了2/绝命终结站2(台)/终点2/死神又来了(港)][Final.Destination.Ⅱ.2003.BluRay.720p.x264.AC3-CMCT][恐怖/惊悚/悬疑][Blu-Ray][720P][自带中英字幕]
	
129	[美国][2000][死神来了/绝命终结站(台)/终点][Final.Destination.Ⅰ.2000.BluRay.720p.x264.AC3-CMCT][剧情/恐怖/惊悚/悬疑][Blu-Ray][720P][自带中英字幕]
	
109	[美国][2016][丘奇先生][Mr.Church.2016.BluRay.720p.DTS.x264-MTeam][剧情][Blu-Ray][720P][暂无字幕]
	
1125	[美国][2016][机械师2:复活][Mechanic.Resurrection.2016.1080p.HC.HDRip.X264.AC3-EVO][杰森·斯坦森/杰西卡·阿尔芭/汤米·李·琼斯][动作/犯罪][1080P][暂无字幕]
	
162	[法国][2016][九条命/我的老爸喵星人(台)/亿万喵星人(港)][Nine.Lives.2016.BluRay.720p.DTS.x264-MTeam][喜剧/家庭][Blu-Ray][720P][暂无字幕]
	
588	[美国][2016][香肠派对/洋肠派对(港)/肠肠搞轰趴(台)/食物总动员][Sausage.Party.2016.BluRay.720p.DTS.x264-MTeam][喜剧/动画/冒险][Blu-Ray][720P][暂无字幕]
	
62	[大陆][2002][异度空间][Inner.Senses.2002.DVDRip.x264.AC3.2Audios-CMCT][张国荣/林嘉欣/李子雄/周嘉玲/徐少强/潘美琪][恐怖/爱情/悬疑][DVD][480P][自带中文字幕]
	
111	[香港][1988][胭脂扣][Rouge.1988.720p.BluRay.x264.DTS.AC3.Dual.Audio-HDChina][张国荣/梅艳芳][剧情/奇幻][Blu-Ray][720P][自带中英字幕]
	
385	[法国][2016][九条命/我的老爸喵星人(台)/亿万喵星人(港)][Nine.Lives.2016.WEB-DL.1080p.H264.AAC-npuer][喜剧/家庭/奇幻][WEB-DL][1080P][自带中文字幕]
	
375	[美国][2016][鲁滨逊漂流记][Robinson.Crusoe.2016.1080p.BluRay.DTS.x265-10bit-HDS][大陆正在公映普通3D版][喜剧/动画/冒险][Blu-Ray][1080P][自带中英字幕]
	
551	[大陆][2016][老九门番外之二月红/老九门番外之二月花开][The.Mystic.Nine.ExtraⅠ.2016.WEB-DL.4K.H264-HDATV][剧情][WEB-DL][4K][自带中文字幕]
	
191	[美国][2016][类人猿行动/猿人(台)][Anthropoid.2016.BluRay.720p.DTS.x264-MTeam][惊悚/传记][Blu-Ray][720P][暂无字幕]
	
238	[香港][2016][寒战2][Cold.War.II.2016.720p.BluRay.x264-WiKi][剧情/动作/犯罪][Blu-Ray][720P][自带中文字幕]
	
2285	[大陆][2016][大话西游3/大话西游终结篇][A.Chinese.Odyssey.Part.Three.2016.4K.2160p.WEB-DL.x264.AAC-SeeHD][韩庚/唐嫣/吴京/莫文蔚/何炅/钟欣潼][喜剧/爱情/奇幻][WEB-DL][4K][自带中英字幕]
	
301	[美国][2016][神奇队长][Captain.Fantastic.2016.RERiP.720p.BluRay.x264.DTS-HDChina][剧情/喜剧/爱情][Blu-Ray][720P][暂无字幕]
	
188	[美国][2016][神奇队长][Captain.Fantastic.2016.720p.BluRay.x264.DTS-HDChina][剧情/喜剧/爱情][Blu-Ray][720P][自带英文字幕]
	
231	[大陆][2016][绝地逃亡/跨境追捕/跳跃追踪][Skiptrace.2016.BluRay.1080p.DTS-HD.MA.5.1.x264-MTeam][成龙][喜剧/动作][Blu-Ray][1080P][暂无字幕]
	
315	[大陆][2016][绝地逃亡/跨境追捕/跳跃追踪][Skiptrace.2016.BluRay.720p.DTS.x264-MTeam][喜剧/动作][Blu-Ray][720P][暂无字幕]
	
723	[美国][2016][玩命直播/真心话vs大冒险/极限挑机(港)/监控者][Nerve.2016.720p.BluRay.x264.DTS-HDChina][犯罪/奇幻/冒险][Blu-Ray][720P][附件中文字幕]
	
49	[美国][2016][鬼上身][The.Evil.in.Us..2016.720p.BluRay.DTS.x264-EPiC][恐怖/惊悚/悬疑][Blu-Ray][1080i][暂无字幕]
	
17	[日本][1961][人间的条件/何以为人/做人的条件][The.Human.Condition.1-6.1959-1961.720p.BluRay.iPad.AAC.x264-HDApad][剧情/战争][Blu-Ray][720P][自带中英字幕]
	
	
	
92	[英国][2005][雾都孤儿][Oliver.Twist.2005.720p.BluRay.x264.DTS-WiKi][剧情/家庭][Blu-Ray][720P][附件中文字幕]
	
71	[美国][1996][铁达尼号沉没记/泰坦尼克/泰坦尼克号][Titanic.1996.1080p.Blu-ray.AVC.DD.2.0-CrsS][这不是你看过的泰坦尼克号][剧情/动作/爱情/灾难][Blu-Ray][1080P][暂无字幕]
	
62	[大陆][2011][将爱电影版/对你爱爱爱不完][Eternal.Moment.2011.1080p.BluRay.DD5.1.x265-10bit-HDS][剧情/爱情][Blu-Ray][1080P][自带中英字幕]
	
120	[英国][2007][成为简·奥斯汀/珍爱来临/成为简/珍奥斯汀少女日记/傲慢与偏见之简·奥斯汀][Becoming.Jane.2007.720p.BluRay.DD.5.1.x264-HDS][剧情/爱情/传记][Blu-Ray][720P][自带中英字幕]
	
465	[美国][2016][独立日:卷土重来/独立日2/天煞-地球反击战2(港)/ID4星际重生(台)/独立日2:卷土重来/独立日2:复活/独立日:永恒1/天煞-地球反击战2][Independence.Day.Resurgence.2016.BluRay.720p.DTS.x264-MTeam][动作/科幻/冒险/灾难][Blu-Ray][720P][暂无字幕]
	
306	[大陆][2016][火锅英雄][Chongqing.Hot.Pot.2016.720p.BluRay.x264-WiKi][惊悚][Blu-Ray][720P][自带中文字幕]
	
94	[美国][2016][追捕野蛮人/野生捕获小肥仔(港)][Hunt.for.the.Wilderpeople.2016.BluRay.1080p.x265.10bit.MNHD-FRDS][山姆·尼尔][剧情/喜剧/冒险][Blu-Ray][1080P][自带中文字幕]
	
75	"[日本][2004][云的彼端,约定的地方][The.Place.Promised.in.Our.Early.Days.2004.1080p.BluRay.FLAC 5.1.x264-Geek][吉冈秀隆][剧情/科幻/动画][Blu-Ray][1080P][自带中文字幕]"
	
79	[英国][2015][太空舱][Capsule.2015.1080p.WEB-DL.DD5.1.H264-FGT][丽莎·格林伍德][剧情/惊悚/科幻][WEB-DL][1080P][附件英文字幕]
	
361	[韩国][2016][哭声][The.Wailing.2016.BluRay.iPad.720p.AAC.x264-HDSPad][剧情/恐怖/悬疑][Blu-Ray][720P][自带中文字幕]
	
342	[韩国][2016][检察官外传/流氓检察官(港)/王牌计中计(台)/检师外传][A.Violent.Prosecutor.2016.720p.BluRay.DTS.x264-HDS][喜剧/犯罪][Blu-Ray][720P][暂无字幕]
	
851	[美国][2016][冰川时代5:星际碰撞/冰河世纪:陨石撞地球(港)][Ice.Age.Collision.Course.2016.1080p.BluRay.x264-DRONES][西蒙·佩吉/洁茜J/杰西·泰勒·弗格森/克里斯·韦奇][喜剧/动画/冒险][Blu-Ray][1080P][附件中文字幕]
	
1355	[大陆][2016][使徒行者电影版][Line.Walker.2016.WEB-DL.1080p.H264.AAC2.0-PureTV][剧情/动作/犯罪][WEB-DL][1080P][自带中文字幕]
	
553	[香港][2016][使徒行者/使徒行者电影版][Line.Walker.2016.WEB-DL.1080p.H264.AAC-npuer][剧情/动作/犯罪][WEB-DL][1080P][自带中文字幕]
	
2168	[大陆][2016][大鱼海棠][Big.Fish&Begonia.2016.WEB-DL.1080p.H264.AAC-npuer][剧情/奇幻/动画][WEB-DL][1080P][自带中文字幕]
	
201	[大陆][2016][大海/大·海/大鱼·海棠][Big.Fish&Begonia.2016.WEB-DL.1080p.H264.AAC2.0-PureTV][剧情/奇幻/动画][WEB-DL][1080P][自带中文字幕]
	
376	[美国][2016][潜伏者/慕色拉行动(台)][The.Infiltrator.2016.720p.BluRay.x264.DTS-HDChina][剧情/犯罪/传记][Blu-Ray][720P][自带英文字幕]
	
92	[美国][2010][黑天鹅/夺命黑天鹅][Black.Swan.2010.Bluray.720p.x264.DTS-BYRHD][剧情/恐怖/惊悚][Blu-Ray][720P][暂无字幕]
	
195	[美国][2016][爱丽丝梦游仙境2:镜中奇遇记/爱丽丝梦游仙境2:穿越魔镜(港)][Alice.Through.the.Looking.Glass.2016.720p.BluRay.x264-WiKi][家庭/奇幻/冒险][Blu-Ray][720P][暂无字幕]
	
855	[2016][追捕野蛮人/野生捕获小肥仔(港)/搜寻世外野人(台)/寻找蛮人][Hunt.for.the.Wilderpeople.2016.720p.BluRay.DTS.x264-HDS][高分治愈喜剧][剧情/喜剧/冒险][Blu-Ray][720P][自带中英字幕]
	
156	[美国][2016][超能敢死队/捉鬼敢死队3(港)/魔鬼克星:麻辣异攻队(台)/新捉鬼敢死队/女版捉鬼敢死队][Ghostbusters.2016.EXTENDED.720p.BluRay.x264.DTS-HDChina][SNL卡司重绎经典/增量加长版][喜剧/动作/科幻][Blu-Ray][720P][自带英文字幕]
	
1195	[美国][2016][星际迷航13:超越/星际旅行13:超越太空/星空奇遇记13:超域时空(港)][Star.Trek.Beyond.2016.1080p.WEB-DL.DD5.1.H264-FGT][克里斯·派恩/扎克瑞·昆图][动作/科幻/冒险][WEB-DL][1080P][自带英文字幕]
	
162	[2016][疯爱][La.pazza.gioia.2016.720p.BluRay.DTS.x264-HDS][喜剧][Blu-Ray][720P][自带英文字幕]
	
201	[美国][2016][超能敢死队/捉鬼敢死队3(港)/魔鬼克星:麻辣异攻队(台)/新捉鬼敢死队/女版捉鬼敢死队][Ghostbusters.2016.BluRay.720p.DTS.x264-MTeam][喜剧/动作/科幻][Blu-Ray][720P][暂无字幕]
	
393	[美国][2016][爱丽丝梦游仙境2:镜中奇遇记/爱丽丝镜中奇遇记][Alice.Through.the.Looking.Glass.2016.720p.BluRay.x264-VETO][奇幻/冒险][Blu-Ray][720P][自带英文字幕]
	
164	[美国][2016][网聘女伴/婚礼玩很大(台)/猴擒兄弟帮(港)/兄弟寻婚搭/疯狂女伴/婚礼找伴法][Mike.and.Dave.Need.Wedding.Dates.2016.720p.BluRay.DTS.x264-HDS][喜剧/爱情/冒险][Blu-Ray][720P][自带英文字幕]
	
48	[日本][2016][最终幻想15:王者之剑][Kingsglaive.Final.Fantasy.XV.2016.1080p.BluRay.x264.DTS-WiKi][剧情/科幻/奇幻/动画/冒险][Blu-Ray][1080P][暂无字幕]
	
146	[美国][1994][狮子王][The.Lion.King.1994.BluRay.1080p.x265.10bit.3Audio.MNHD-FRDS][国粤英三音轨][喜剧/动画/音乐/冒险][Blu-Ray][1080P][自带中英字幕]
	
91	[美国][1998][狮子王2:辛巴的荣耀/狮子王2][The.Lion.King.II.Simba's.Pride.1998.BluRay.1080p.x265.10bit.3Audio.MNHD-FRDS][国粤英三音轨][家庭/爱情/动画/冒险][Blu-Ray][1080P][附件中英字幕]
	
81	[法国][2008][课室风云/我和我的小鬼们(台)][The.Class.2008.720p.BluRay.DD5.1.x264-HDS][奥斯卡最佳外语片提名][剧情][Blu-Ray][720P][自带英文字幕]
	
499	[美国][2016][泰山归来:险战丛林/新人猿泰山/泰山归来:人猿大战/泰山传奇:森林争霸(港)/泰山传奇(台)][The.Legend.of.Tarzan.2016.1080p.BluRay.DD5.1.x265-10bit-HDS][动作/冒险][Blu-Ray][1080P][自带中英字幕]
	
1119	[美国][2016][冰川时代5/冰原历险记5:星际撞地][Ice.Age.Collision.Course.2016.720p.HDRip.x264.AC3.CNSub-SeeHD][西蒙·佩吉/洁茜J杰西·泰勒·弗格森/克里斯·韦奇/詹妮弗·洛佩兹][喜剧/动画/冒险][HDTV][720P][自带中文字幕]
	
23	[日本][2016][贝壳收藏家][The.Shell.Collector.2016.BluRay.iPad.720p.AAC.x264-HDSPad][剧情][Blu-Ray][720P][自带中文字幕]
	
216	[美国][2014][人类清除计划2:无政府状态/国定杀戮日:全民疯杀(港)/国定杀戮日:无法无天(台)][The.Purge.Anarchy.2014.720p.BluRay.x264-WiKi][动作/恐怖/惊悚][Blu-Ray][720P][自带英文字幕]
	
44	[美国][2016][撒坦/魔鬼撒坦][Satanic.2016.BluRay.720p.DTS.x264-MTeam][看了海报本以为很恐怖][恐怖][Blu-Ray][720P][暂无字幕]
	
28	[美国][2009][蒲公英的灰尘/飞扬的蒲公英/蒲公英][Like.Dandelion.Dust.2009.720p.BluRay.DTS.x264-HDS][剧情/家庭][Blu-Ray][720P][自带中文字幕]
	
970	[美国][2016][瑞士军刀男/救你命3000(港)/尸控奇幻旅程(台)/瑞士军人][Swiss.Army.Man.2016.BluRay.720p.DD.5.1.x264-MTeam][哈利波特后哈利时代的高分作品][剧情/喜剧/冒险][Blu-Ray][720P][自带英文字幕]
	
389	[美国][2016][人类清除计划3/国定杀戮日:大选狂屠(港)/国定杀戮日:大选之年(台)][The.Purge.Election.Year.2016.720p.BluRay.x264.DTS-HDChina][动作/恐怖/科幻][Blu-Ray][720P][自带英文字幕]
	
237	[日本][2016][最终幻想15:王者之剑][Kingsglave.Final.Fantasy.XV.2016.BluRay.720p.x264.DTS-HDChina][剧情/科幻/奇幻/动画/冒险][Blu-Ray][720P][自带英文字幕]
	
112	[日本][2016][最终幻想15:王者之剑][Kingsglaive.Final.Fantasy.XV.2016.BluRay.iPad.720p.AAC.x264-HDSPad][剧情/奇幻/动画/冒险][Blu-Ray][720P][自带中英字幕]
	
1096	[美国][2016][独立日:卷土重来/独立日2/天煞-地球反击战2(港)/ID4星际重生(台)/独立日2:卷土重来/独立日2:复活/独立日:永恒1/天煞-地球反击战2][Independence.Day.Resurgence.2016.1080p.WEB-DL.DD5.1.H264-FGT][动作/科幻/冒险/灾难][WEB-DL][1080P][暂无字幕]
	
373	[美国][2016][泰山归来:险战丛林/新人猿泰山/泰山归来:人猿大战/泰山传奇:森林争霸(港)/泰山传奇(台)][The.Legend.of.Tarzan.2016.720p.BluRay.DD5.1.x264-HiDt][动作/冒险][Blu-Ray][720P][暂无字幕]
	
86	[韩国][2015][这时对那时错/错恋(台)/现在对那时错][Right.Now.Wrong.Then.2015.720p.BluRay.DTS.x264-HDS][剧情][Blu-Ray][720P][暂无字幕]
	
1583	[大陆][2016][微微一笑很倾城][Love.O2O.2016.WEB-DL.4K.H264.AAC-npuer][爱情][WEB-DL][4K][自带中英字幕]
	
776	[大陆][2016][盗墓笔记][Time.Raiders.2016.1080p.WEB-DL.H264.AAC-npuer][井柏然/鹿晗][惊悚/奇幻/冒险][WEB-DL][1080P][无需字幕]
	
1379	[大陆][2016][盗墓笔记][Time.Raiders.2016.1080p.WEB-DL.H264.AAC-NYHD][奇幻/冒险/悬疑][WEB-DL][1080P][自带中英字幕]
	
335	[美国][2016][乌龙特工/肌智同学会(港)/中央情爆员(台)/中央情报局][Central.Intelligence.2016.UNRATED.720p.BluRay.DTS.x264-VietHD][喜剧/犯罪][Blu-Ray][720P][附件中文字幕]
	
53	[美国][2016][霓虹恶魔][The.Neon.Demon.2016.BluRay.720p.DTS.x264-HiDt][剧情/惊悚][Blu-Ray][720P][暂无字幕]
	
151	[美国][2014][消失的爱人/失踪的女孩/失踪女孩/失踪罪(港)/控制(台)][Gone.Girl.2014.720p.BluRay.x264.DTS-WiKi][IMDB TOP250补全计划NO.162][剧情/惊悚/悬疑][Blu-Ray][720P][暂无字幕]
	
186	[美国][2015][太空之旅/宇宙之旅][IMAX.Journey.to.Space.2015.1080p.BluRay.DD5.1.x265-10bit-HDS][纪录][Blu-Ray][1080P][自带中英字幕]
	
	
	
32	[日本][2016][假面骑士1号][Kamen.Rider.1.GO.2016.BluRay.iPad.720p.AAC.x264-HDSPad][动作][Blu-Ray][720P][自带中文字幕]
	
60	"[德国][2007][你还活着/人啊,你为什么(港)][Du.levande.2007.BluRay.iPad.720p.AAC.x264-HDSPad][剧情][Blu-Ray][720P][自带中文字幕]"
	
313	[大陆][2016][三人行][Three.2016.BluRay.720p.2Audio.MNHD-FRDS][赵薇/古天乐/钟汉良][剧情/动作/犯罪][Blu-Ray][720P][自带中文字幕]
	
338	[美国][2008][末日侵袭未剪切版][Doomsday.2008.UNCUT.720p.BluRay.x264.AC3-CMCT][剧情/动作/科幻][Blu-Ray][720P][自带中英字幕]
	
65	[大陆][2016][三人行][Three.2016.BluRay.720p.x264.DD5.1-HDChina][剧情/动作/犯罪][Blu-Ray][720P][自带中英字幕]
	
169	[香港][1994][国产凌凌漆/凌凌漆大战金枪客][From.Beijing.with.Love.1994.BluRay.ipad.720p.AAC.2Audio.x264-HDSPad][喜剧/动作][Blu-Ray][720P][无需字幕]
	
296	[大陆][2016][记忆碎片][Memento.Mori.2016.WEB-DL.1080p.H264.AAC-npuer][喜剧/悬疑][WEB-DL][1080P][自带中英字幕]
	
1749	[大陆][2016][危城][Call.Of.Heroes.2016.WEB-DL.1080p.H264.AAC-RShui][ 刘青云/古天乐/彭于晏/吴京][剧情/动作][WEB-DL][1080P][无需字幕]
	
311	[美国][2016][鲨滩/绝鲨岛(台)/浅滩/滩涂/深水之下][The.Shallows.2016.720p.BluRay.x264-WiKi][大陆正在公映普通版/中国巨幕版][剧情/惊悚][Blu-Ray][720P][自带英文字幕]
	
57	[日本][2016][珠峰:神之山岭/圣母峰:众神的山岭(台)][Everest.The.Summit.of.the.Gods.2016.720p.BluRay.x264-WiKi][剧情][Blu-Ray][720P][自带中文字幕]
	
19	[美国][1999][钢铁巨人/铁巨人/大铁人][The.Iron.Giant.1999.BluRay.720p.10bit.x264.AAC-NYHD][喜剧/科幻/动画/冒险][Blu-Ray][720P][附件中文字幕]
	
244	[香港][1994][大话西游之月光宝盒][A.Chinese.Odyssey.Part.I.Pandoras.Box.1994.BluRay.720p.x264.DTS-WiKi][大陆正在公映第三部普通版/中国巨幕版][动作/爱情/冒险][Blu-Ray][720P][暂无字幕]
	
213	[香港][1994][大话西游之仙履奇缘][A.Chinese.Odyssey.Part.II.Cinderella.1994.BluRay.720p.x264.DTS-WiKi][大陆正在公映第三部普通版/中国巨幕版][动作/爱情/冒险][Blu-Ray][720P][暂无字幕]
	
224	[香港][2014][反贪风暴/Z風暴][Z.Storm.2014.720p.BluRay.x264-WiKi][大陆正在公映第二部普通版][动作/犯罪][Blu-Ray][720P][暂无字幕]
	
2413	[大陆][2016][寒战2][Cold.War.Ⅱ.2016.1080p.WEB-DL.H264.2Audio.AAC-npuer][郭富城/梁家辉][剧情/动作/犯罪][WEB-DL][1080P][自带中英字幕]
	
350	[美国][2016][鲨滩][The.Shallows.2016.BluRay.720p.x264.AC3-CMCT][剧情/惊悚][Blu-Ray][720P][附件中英字幕]
	
107	[香港][1988][僵尸先生4: 僵尸叔叔][Mr.Vampire.4.1988.BluRay.ipad.1080p.AAC.2Audio.x264-HDSPad][陈友/午马/钱嘉乐][恐怖][Blu-Ray][1080P][自带中文字幕]
	
330	[美国][1990][教父三部曲][The.Godfather.Part I&II&III.BluRay.iPad.720p.AAC.x264-HDSPad][马龙·白兰度/阿尔·帕西诺/詹姆斯·凯恩][剧情/犯罪][Blu-Ray][720P][附件中文字幕]
	
114	[美国][2013][圣杯神器:骸骨之城/魔都猎人:骸骨之城(港)][The.Mortal.Instruments.City.of.Bones.2013.BluRay.iPad.720p.AAC.x264-HDSPad][动作/奇幻/冒险][Blu-Ray][720P][自带中文字幕]
	
1774	[韩国][2016][釜山行][Train.To.Busan.2016.1080p.WEB-DL.H264.AAC-WEBHD][剧情/恐怖/灾难][WEB-DL][1080P][附件中文字幕]
	
284	[美国][2016][乌龙特工][Central.Intelligence.2016.UNRATED.720p.BluRay.x264-DRONES][喜剧/犯罪][Blu-Ray][720P][自带英文字幕]
	
476	[美国][2016][咖啡公社/情迷声色时光(港)/咖啡·爱情(台)/社团咖啡店/社会名流][Cafe.Society.2016.720p.BluRay.X264-AMIABLE][暮光女高分新作][剧情/喜剧/爱情][Blu-Ray][720P][暂无字幕]
	
256	[美国][2016][鲨滩/绝鲨岛(台)/浅滩/滩涂/深水之下][The.Shallows.2016.BluRay.720p.DTS.x264-MTeam][大陆正在公映普通版/中国巨幕版][剧情/惊悚][Blu-Ray][720P][暂无字幕]
	
51	[日本][2016][瑞普·凡·温克尔的新娘/梦之花嫁(港)/被遗忘的新娘(台)][A.Bride.for.Rip.Van.Winkle.2016.DC.720p.BluRay.x264-WiKi][喜剧/爱情/悬疑][Blu-Ray][720P][自带中文字幕]
	
3893	[韩国][2016][釜山行][Train.to.Busan.2016.720p.HDRip.x264-YUKINOMATI][孔刘/马东锡/郑有美][剧情/恐怖/灾难][1080P][附件中文字幕]
	
94	[美国][2016][魔兽/魔兽:崛起(台)/魔兽争霸:战雄崛起(港)/魔兽争霸/魔兽世界][Warcraft.2016.720p.BluRay.x264.AAC-iHD][平板电脑及手机专用视频/电脑观看质量不佳][动作/奇幻/冒险][Blu-Ray][720P][自带中文字幕]
	
94	[美国][2016][魔兽:崛起(台)/魔兽争霸:战雄崛起(港)][Warcraft.2016.BluRay.iPad.720p.AAC.x264-HDSPad][崔维斯·费米尔/托比·凯贝尔/吴彦祖][动作/奇幻/冒险][Blu-Ray][720P][自带中英字幕]
	
60	[香港][1985][僵尸先生(港)/暂时停止呼吸(台)][MR.Vampire.1985.BluRay.1080p.ipad.AAC.2Audio.x264-HDSPad][林正英/李赛凤/许冠英][喜剧/动作/奇幻][Blu-Ray][720P][无需字幕]
	
160	[日本][1997][未麻的部屋/蓝色的恐惧/蓝色恐惧][Perfect.Blue.1997.BluRay.ipad.720P.AAC.x264-HDSPad][惊悚/奇幻/动画][Blu-Ray][720P][附件中文字幕]
	
265	[美国][2016][鲨滩/绝鲨岛(台)/浅滩/滩涂/深水之下][The.Shallows.2016.720p.BluRay.x264-GECKOS][大陆正在公映普通版/中国巨幕版][剧情/惊悚][Blu-Ray][720P][自带英文字幕]
	
38	[美国][2016][魔兽/魔兽:崛起(台)/魔兽争霸:战雄崛起(港)/魔兽争霸/魔兽世界][Warcraft.2016.BluRay.1080p.x264.Atmos.TrueHD.7.1-HDChina][默认杜比全景声音轨播放时若无声音请用potplayer播放或者选择另一条音轨][动作/奇幻/冒险][Blu-Ray][1080P][暂无字幕]
	
662	[美国][2016][魔兽/魔兽:崛起(台)/魔兽争霸:战雄崛起(港)/魔兽争霸/魔兽世界][Warcraft.2016.BluRay.720p.x264.DD5.1-HDChina][需要1080p的请在非置顶区找][奇幻/冒险][Blu-Ray][720P][自带英文字幕]
	
263	[美国][2016][爱宠大机密/Pet Pet当家(港)/宠物当家(台)/宠物的秘密生活][The.Secret.Life.of.Pets.2016.1080p.HDTV.x264.AAC-SHOWSCEN][喜剧/动画][HDTV][1080P][暂无字幕]
	
258	[香港][2002][赤裸特工][Naked.Weapon.2002.BluRay.720P.AC3.3Audio.x264-CMCT][剧情/动作/惊悚/爱情][Blu-Ray][720P][无需字幕]
	
93	[美国][2004][亚历山大大帝][Alexander.Revisited.The.Final.Cut.2004.BluRay.720p.x264.AC3-CMCT][剧情/动作/冒险/传记/战争][Blu-Ray][720P][自带中英字幕]
	
467	[美国][2016][X战警:天启/变种特攻:天启灭世战(港)/X战警:启示录][X-Men.Apocalypse.2016.720p.BluRay.x264-WiKi][动作/科幻/奇幻/冒险][Blu-Ray][720P][自带中文字幕]
	
74	[美国][2016][琼斯的自由国度/自由国度(台)/琼斯自由邦][Free.State.of.Jones.2016.720p.BluRay.x264.DTS-HDChina][剧情/惊悚/传记/战争][Blu-Ray][720P][自带英文字幕]
